Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,Experiment,gender,genetic_condition,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,tissue,GEO_Accession (exp)
SRR3440735,Bisulfite-Seq,150,3761793600,PRJNA319643,SAMN04902291,1693747299,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727130,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132842,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132842
SRR3440736,Bisulfite-Seq,150,3924207300,PRJNA319643,SAMN04902292,1718658236,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727131,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132843,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132843
SRR3440737,Bisulfite-Seq,150,2893458450,PRJNA319643,SAMN04902293,1243086936,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727132,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132844,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132844
SRR3440738,Bisulfite-Seq,150,2892929250,PRJNA319643,SAMN04902294,1266992959,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727133,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132845,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132845
SRR3440739,Bisulfite-Seq,150,3386796450,PRJNA319643,SAMN04902295,1461552466,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727134,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132846,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132846
SRR3440740,Bisulfite-Seq,150,2993684250,PRJNA319643,SAMN04902296,1298401844,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727135,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132847,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132847
SRR3440741,Bisulfite-Seq,150,4549520850,PRJNA319643,SAMN04902296,2157761252,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727135,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132847,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132847
SRR3440744,Bisulfite-Seq,150,2676967050,PRJNA319643,SAMN04902298,1213489992,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727137,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132849,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132849
SRR3440745,Bisulfite-Seq,150,2486228250,PRJNA319643,SAMN04902298,1041662806,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727137,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132849,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132849
SRR3440746,Bisulfite-Seq,150,2888896200,PRJNA319643,SAMN04902299,1209031081,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727138,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132850,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132850
SRR3440747,Bisulfite-Seq,150,3873648450,PRJNA319643,SAMN04902299,1687042624,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727138,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132850,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132850
SRR3440748,Bisulfite-Seq,150,93970650,PRJNA319643,SAMN04902211,46168718,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727139,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:38:00Z,1,GSM2132851,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132851
SRR3440749,Bisulfite-Seq,150,3476970300,PRJNA319643,SAMN04902211,2208338889,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727139,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132851,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132851
SRR3440750,Bisulfite-Seq,150,1639225050,PRJNA319643,SAMN04902212,719588918,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727140,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,GSM2132852,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132852
SRR3440751,Bisulfite-Seq,150,2864297400,PRJNA319643,SAMN04902212,1366748057,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727140,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132852,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132852
SRR3440752,Bisulfite-Seq,150,2380794150,PRJNA319643,SAMN04902213,1007930461,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727141,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132853,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132853
SRR3440753,Bisulfite-Seq,150,2561274000,PRJNA319643,SAMN04902213,1085465810,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727141,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132853,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132853
SRR3440754,Bisulfite-Seq,150,2250501600,PRJNA319643,SAMN04902214,966711967,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727142,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132854,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132854
SRR3440755,Bisulfite-Seq,150,2424095100,PRJNA319643,SAMN04902214,1027433937,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727142,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132854,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132854
SRR3440756,Bisulfite-Seq,150,2746717800,PRJNA319643,SAMN04902215,1198455612,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727143,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132855,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132855
SRR3440757,Bisulfite-Seq,150,3748121250,PRJNA319643,SAMN04902215,1772608042,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727143,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:02:00Z,1,GSM2132855,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132855
SRR3440758,Bisulfite-Seq,150,3421746600,PRJNA319643,SAMN04902216,1503819391,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727144,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132856,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132856
SRR3440759,Bisulfite-Seq,150,3205543650,PRJNA319643,SAMN04902217,1402338583,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727145,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132857,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132857
SRR3440760,Bisulfite-Seq,150,1719766950,PRJNA319643,SAMN04902218,708540798,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727146,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:43:00Z,1,GSM2132858,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132858
SRR3440761,Bisulfite-Seq,150,2104394700,PRJNA319643,SAMN04902218,894291992,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727146,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132858,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132858
SRR3440762,Bisulfite-Seq,150,4268914800,PRJNA319643,SAMN04902219,1834374694,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727147,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132859,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132859
SRR3440763,Bisulfite-Seq,150,3473531250,PRJNA319643,SAMN04902220,1566102318,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727148,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132860,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132860
SRR3440764,Bisulfite-Seq,150,2798545350,PRJNA319643,SAMN04902221,1219246565,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727149,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132861,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132861
SRR3440765,Bisulfite-Seq,150,3797810550,PRJNA319643,SAMN04902222,1718476991,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727150,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132862,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132862
SRR3440766,Bisulfite-Seq,150,2576619300,PRJNA319643,SAMN04902223,1102525968,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727151,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132863,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132863
SRR3440767,Bisulfite-Seq,150,3578423850,PRJNA319643,SAMN04902224,1573454190,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727152,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132864,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132864
SRR3440768,Bisulfite-Seq,150,3225165450,PRJNA319643,SAMN04902225,1392157798,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727153,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132865,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132865
SRR3440769,Bisulfite-Seq,150,3453029250,PRJNA319643,SAMN04902226,1667012789,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727154,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132866,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132866
SRR3440770,Bisulfite-Seq,150,2991509400,PRJNA319643,SAMN04902227,1310889066,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727155,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132867,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132867
SRR3440771,Bisulfite-Seq,150,4634398350,PRJNA319643,SAMN04902227,2253615125,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727155,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132867,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132867
SRR3440772,Bisulfite-Seq,150,3863130450,PRJNA319643,SAMN04902228,1745409666,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727156,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132868,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132868
SRR3440773,Bisulfite-Seq,150,2845018500,PRJNA319643,SAMN04902229,1232071748,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727157,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132869,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132869
SRR3440774,Bisulfite-Seq,150,3311408850,PRJNA319643,SAMN04902230,1452872719,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727158,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132870,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132870
SRR3440775,Bisulfite-Seq,150,4547128800,PRJNA319643,SAMN04902230,2151822105,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727158,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132870,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132870
SRR3440776,Bisulfite-Seq,150,2462092950,PRJNA319643,SAMN04902231,1091530527,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727159,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132871,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132871
SRR3440777,Bisulfite-Seq,150,2350551900,PRJNA319643,SAMN04902231,1082259929,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727159,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132871,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132871
SRR3440778,Bisulfite-Seq,150,2916260850,PRJNA319643,SAMN04902232,1255670197,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727160,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132872,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132872
SRR3440779,Bisulfite-Seq,150,2796746700,PRJNA319643,SAMN04902232,1189166882,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727160,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132872,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132872
SRR3440780,Bisulfite-Seq,150,2481087300,PRJNA319643,SAMN04902233,1095868394,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727161,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132873,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132873
SRR3440781,Bisulfite-Seq,150,3314116050,PRJNA319643,SAMN04902234,1485084030,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727162,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132874,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132874
SRR3440782,Bisulfite-Seq,150,2299326750,PRJNA319643,SAMN04902235,960767423,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727163,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132875,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132875
SRR3440783,Bisulfite-Seq,150,3333238350,PRJNA319643,SAMN04902235,1549179532,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727163,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132875,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132875
SRR3440784,Bisulfite-Seq,150,2571364800,PRJNA319643,SAMN04902236,1117466613,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727164,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132876,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132876
SRR3440785,Bisulfite-Seq,150,2687122050,PRJNA319643,SAMN04902236,1115984416,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727164,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132876,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132876
SRR3440786,Bisulfite-Seq,150,956966400,PRJNA319643,SAMN04902237,435482141,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727165,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:41:00Z,1,GSM2132877,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132877
SRR3440787,Bisulfite-Seq,150,1467565950,PRJNA319643,SAMN04902237,729294733,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727165,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,GSM2132877,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132877
SRR3440788,Bisulfite-Seq,150,1678016400,PRJNA319643,SAMN04902238,712750006,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727166,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:43:00Z,1,GSM2132878,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132878
SRR3440789,Bisulfite-Seq,150,2033901900,PRJNA319643,SAMN04902238,850047206,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727166,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132878,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132878
SRR3440790,Bisulfite-Seq,150,2021552250,PRJNA319643,SAMN04902239,910299387,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727167,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132879,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132879
SRR3440791,Bisulfite-Seq,150,68649150,PRJNA319643,SAMN04902240,33225972,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727168,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:39:00Z,1,GSM2132880,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132880
SRR3440792,Bisulfite-Seq,150,2584972650,PRJNA319643,SAMN04902240,1660335677,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727168,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132880,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132880
SRR3440793,Bisulfite-Seq,150,3666609600,PRJNA319643,SAMN04902151,1599552558,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727169,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:01:00Z,1,GSM2132881,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132881
SRR3440794,Bisulfite-Seq,150,2308153350,PRJNA319643,SAMN04902152,1022505346,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727170,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132882,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132882
